MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight
2011000,15-Feb-2014,09-May-2014,F,1,Shenzhen,,CN,31.0,11-May-2024,3,39171,24303.11,4190.42,4468,27-Jul-2023,289,135.574938,217,2,1.19347,396703,7
2039878,06/14/2021,08-Jul-2010,female ,1,Beijing,Guangdong,CN ,41.0,2025-05-19,7,59168,38269.74,9827.82,361144,02/21/2025,87,98.524678,194,3,0.738041,165047,7
2059271,10-Oct-2021,01/29/2014,female ,0,Chengdu ,Guangdong,CN,37.0,2024/02/11,1,28296,3580.82,45868.16,462988,2023-07-21,205,119.510715,257,9,0.714406,11175,7
2009958,28-Jun-2012,2007-07-05,F,2,Chengdu,Zhejiang,cn,43.0,2025/10/15,3,4136,59530.36,37830.13,320846,18-Dec-2023,667,107.082857,149,3,1.531111,128543,8
2060353,2012-12-31,2008-02-06,male,0,Chengdu,Zhejiang,China ,29.0,2024-11-17,5,60490,6095.83,16125.95,204904,2024-10-07,41,45.428075,249,3,1.159138,77272,11
2031079,04/16/2012,05/19/2017,female ,1,Xian,,China ,50.0,10-Feb-2025,3,6325,14884.25,55617.21,271668,13-Apr-2024,303,193.975243,141,2,1.131947,201920,5
2024149,2022-01-17,18-Mar-2008,male,0,Xi'an,Guangdong,United States,36.0,2024/09/25,9,27386,128510.91,23706.44,10123,04/14/2024,164,74.468424,516,0,1.201185,189799,8
2062732,2016/11/21,2011/12/18,female ,1,Nanjing,,India,26.0,30-Aug-2025,7,50832,12028.89,7415.05,271419,17-Feb-2024,560,91.986681,116,5,1.080255,151175,10
2034496,14-Jan-2024,2010-07-12,,3,Chengdu,Sichuan,cn,29.0,30-Dec-2025,2,46165,4106.33,39874.14,158878,05/10/2024,599,105.323298,223,5,0.850284,61230,11
2045389,2010-02-14,2017/09/23,female ,0,Xi'an,bei jing,cn,30.0,04-Oct-2025,8,47370,68521.13,72896.92,44154,09-Dec-2023,665,132.539042,294,3,0.996128,15842,12
2037458,2015/09/19,2017/08/09,,0,Chengdu ,Guang dong,India,34.0,2025-09-11,8,10811,55638.32,8367.59,212631,2024-03-13,547,5.484047,190,2,1.150571,164171,7
2009640,11/26/2015,11/20/2014,Female,0,Chongqing,,CN,37.0,27-Dec-2025,5,12301,29674.18,45471.65,450777,24-Feb-2025,306,51.220796,174,3,0.88063,118017,7
2061360,2024/03/28,08-Apr-2016,M,0,Hangzhou,Guang dong,China ,48.0,2024/09/14,5,24542,90847.94,3520.57,291965,09/21/2023,359,177.527101,317,3,1.602007,469239,11
2059246,27-Oct-2011,01/05/2025,Male,3,Hangzhou,Guang dong,United States,35.0,2025-09-14,9,26505,59767.48,32515.09,104748,23-Jan-2024,600,124.115342,302,2,1.166503,209926,13
2001524,2015/02/19,11/06/2017,,0,Shanghai,Beijing,CHN,34.0,04/04/2025,3,28783,56666.27,14442.59,104501,2023-09-08,574,16.668981,368,2,1.059339,137191,9
2035767,09/13/2012,01/25/2015,M,2,HANGZHOU ,Guangdong,CN ,25.0,2024/05/09,4,10540,45577.39,38209.89,230705,2023-02-01,463,74.492645,419,4,0.372336,223314,10
2045626,2021/04/04,2023/02/11,female ,0,SHANGHAI,,CN,50.0,2025-08-17,7,33363,5843.24,46766.57,50219,28-Apr-2025,111,123.865774,86,2,0.318038,140833,10
2043125,10-Aug-2015,2009/07/23,Female,0,Shenzhen,Zhe jiang,China ,32.0,2024-06-03,3,39225,23969.06,117541.14,64331,18-Dec-2023,168,65.202319,118,0,1.359071,349864,8
2006794,06/26/2024,2024/03/05,F,0,Chongqing,Guangdong,CHN,54.0,31-Aug-2025,4,61761,5846.93,31014.24,5904,26-Aug-2025,5,62.913917,405,7,0.805633,177162,8
2020316,17-Oct-2017,2024/08/13,male,0,Xi'an,Jiangsu,US,51.0,02/22/2025,4,26823,4244.55,50278.04,21269,2023-06-10,623,185.688889,156,0,0.564194,490003,12
2033695,14-Oct-2020,2021/09/03,M,0,Wuhan,Guangdong,CN,19.0,08/04/2024,5,36333,13484.31,40921.78,193240,2024-07-18,17,88.551869,284,1,0.261239,155823,13
2026877,2015/08/02,29-Jan-2006,,1,guangzhou ,shang hai,IN,41.0,2024/05/10,9,56399,56449.99,70642.2,235769,01/31/2024,100,29.912957,541,5,0.372677,131216,9
2034860,04/25/2012,02-Jul-2007,Male,1,Beijing,Guang dong,cn,34.0,10/31/2024,5,34980,22821.92,59400.72,444313,06/25/2023,494,188.062115,497,3,0.329495,317161,13
2061995,01/04/2010,01/23/2014,Female,0,wuhan,,United States,50.0,2024/10/17,4,24801,43071.58,38014.95,195722,02-Aug-2024,76,236.809402,378,1,0.873141,198957,21
2011948,2016-02-19,2021-07-03,male,0,Hangzhou,shang hai,China,19.0,2025/11/12,5,8891,14989.33,6182.2,192531,2024-10-16,392,183.334412,357,2,1.537223,389224,12
2005772,07/31/2021,2014/05/29,F,1,wuhan,Zhe jiang,IN,29.0,06/27/2024,7,33450,40343.84,18836.72,428871,09/08/2022,658,43.68577,81,4,0.810701,284935,11
2022272,2011-12-31,2025-11-04,male,1,Chengdu ,,IN,33.0,2024-09-01,9,16772,65737.21,29721.59,72010,2024-02-04,210,9.049778,584,2,0.705093,411530,7
2052731,2013-06-30,08-Mar-2016,Male,0,Xian,,CN,32.0,02/28/2025,7,26684,40488.38,13369.69,135126,03-Apr-2023,697,133.32002,347,2,0.801485,152542,10
2002450,25-Oct-2020,12/11/2014,Female,0,Shenzhen,Zhe jiang,CN ,34.0,01-Nov-2025,4,16778,26892.88,31926.78,233270,2024-08-30,428,175.83218,297,1,1.465017,636937,12
2042384,2011-07-20,2020-04-06,Male,0,Nanjing,Shanghai,CN ,34.0,07-Jul-2025,7,12107,112012.76,89543.96,167030,2023-09-17,659,8.253575,195,0,0.728493,12376,8
2009819,2016-07-10,10/22/2014,Female,0,Chong qing,Sichuan,China,27.0,02-Feb-2025,5,46027,27877.45,8056.63,80536,12/29/2024,35,99.380671,195,6,1.015129,187339,8
2007891,21-Jan-2015,2005/06/28,Unknown,0,Hangzhou,Shanghai,CN ,36.0,2025-11-21,4,34887,16514.48,552.33,93145,2024-08-19,459,31.135511,290,0,1.546968,191043,7
2038859,2014/12/28,2016-06-20,F,0,Hangzhou,Zhe jiang,cn,44.0,2025/06/01,2,10951,49297.87,16040.47,63750,10-Nov-2024,203,94.564532,362,8,0.716257,271768,16
2032520,12/03/2015,02-Feb-2024,F,0,Hangzhou,Shaanxi,China,33.0,01-Aug-2025,3,50625,66997.23,35693.58,5384,13-Dec-2023,597,218.195608,218,2,0.301435,194122,16
2043419,01/30/2019,09/18/2012,Male,3,Nanjing,bei jing,IN,29.0,17-Oct-2025,5,43399,72482.35,61222.85,267605,2025-08-13,65,105.751888,212,1,0.917763,86647,11
2022426,06-Nov-2012,16-Dec-2024,Mle,0,Hangzhou,Sichuan,CHN,44.0,2025-06-19,7,1827,40477.27,n/a,288539,2023-08-09,680,63.430676,605,4,0.792164,367714,12
2008333,10/06/2014,22-Mar-2009,male,2,Wuhan,Guangdong,China,23.0,10/09/2024,6,41549,18427.03,26824.81,291354,20-Feb-2023,597,2.926342,245,2,1.280364,111082,6
2007802,2025/09/18,2006/02/12,Unknown,0,Chong qing,,United States,36.0,2025/09/20,5,32310,58058.25,46490.91,285432,05/01/2024,507,83.874638,568,1,1.409752,125024,12
2015950,2025-10-06,2005/03/29,M,2,wuhan,Chongqing,CHN,31.0,2024/09/03,6,7167,49642.79,4333.15,252681,2024-09-02,1,98.0585,274,1,1.251514,215793,10
2024098,2019-09-11,2010-04-03,M,3,Shanghai,Shaanxi,India,58.0,2025/05/10,6,71585,38156.0,23295.37,163667,2024-07-06,308,86.693317,304,2,0.932499,21289,11
2058958,02/26/2022,2012-10-17,Female,0,Nan jing,Beijing,cn,43.0,2024/10/20,7,11339,33489.11,5859.72,426070,06/14/2023,494,114.93189,373,7,1.11029,445735,13
2007787,2025-04-06,2011-07-04,,0,Shenzhen,Jiangsu,CHN,52.0,2025-06-30,7,1105,12904.95,33857.8,152591,2024-02-28,488,108.45988,462,4,0.476835,117734,10
2041105,2021/08/31,24-Nov-2009,,0,Hangzhou,Zhejiang,IN,,11/05/2025,3,30850,46961.62,47451.63,395753,2024-02-22,622,138.533713,672,4,0.684032,40149,7
2033559,06/21/2023,05/10/2010,male,3,Chongqing,Guangdong,India,50.0,2024-10-04,3,45545,38659.4,77588.89,247843,2023-11-27,312,167.949454,156,1,0.712135,387848,5
2037348,03/03/2018,2017/04/29,Female,3,,Sichuan,CHN,27.0,2024-02-21,6,20671,31851.24,56606.47,128055,10-May-2023,287,135.039142,290,3,1.052908,194955,13
2041266,2020/02/25,01/07/2009,Male,1,Hangzhou,Shaanxi,CN,47.0,11/27/2024,4,37866,29927.6,111974.57,89491,15-Jan-2023,682,179.538803,356,4,1.104637,122319,7
2037278,2023-11-14,28-Jul-2020,Female,0,Chengdu,Jiangsu,CN ,33.0,11/15/2024,7,41610,31452.94,34836.63,194440,03/16/2024,244,41.183236,386,3,1.305838,344176,21
2012354,15-Feb-2014,01/27/2009,,0,beijing,bei jing,India,34.0,2025/03/09,1,19394,46779.43,12970.2,154709,04-Jul-2024,248,155.610019,89,4,1.930901,49003,14
2031379,2025/10/20,19-Nov-2022,Male,0,Hangzhou,Chongqing,China ,50.0,07/27/2024,3,55601,27731.71,69432.79,192700,04-Feb-2023,539,50.471984,212,1,1.321886,246595,14
2042184,2013-07-16,01-Dec-2016,male,0,Hangzhou,Guang dong,India,48.0,06/06/2024,3,12449,11452.63,14497.11,186778,13-Dec-2022,541,210.341637,70,7,0.986913,127128,11
2015303,25-Mar-2018,06-Dec-2020,Male,0,Xian,Shanghai,India,58.0,14-Oct-2025,8,37609,15585.12,33094.41,53014,2025-03-29,199,69.446449,625,4,1.597302,70018,7
2034878,2014/02/24,2005/01/24,male,0,Shenzhen,,CN ,28.0,2025/08/30,5,13781,72199.1,30699.0,182491,2025-07-08,53,96.788812,335,3,1.039763,179807,15
2017761,20-Feb-2015,04-May-2009,male,1,guangzhou ,Hubei,CHN,57.0,2025-11-20,5,35173,10278.67,20435.26,313535,15-Mar-2025,250,78.854603,99,1,0.882617,310068,7
2038826,2021/04/06,11-Dec-2019,M,1,Hangzhou,,India,47.0,14-Apr-2025,5,23187,70715.12,22599.15,254813,2024-05-19,330,157.639916,115,3,1.442983,239570,14
2044084,11-Aug-2018,03/04/2009,Male,1,wuhan,Zhe jiang,INDIA,48.0,12/07/2025,2,7396,79691.18,18310.88,13824,02-Mar-2025,280,93.325419,143,2,1.985134,375444,6
2051108,2015/09/06,10/31/2024,male,0,Shenzhen,Sichuan,CN ,39.0,07/22/2025,9,36900,36018.19,8994.26,143959,20-Aug-2024,336,47.234811,429,3,1.586639,242154,13
2017237,2021-04-06,2014-10-21,Male,0,Chongqing,Jiangsu,INDIA,46.0,08/21/2025,3,27199,30834.63,63901.85,188412,2024-08-07,379,270.489645,265,4,0.672117,44907,5
2047342,15-May-2016,2005/04/19,Unknown,0,Wuhan,Guangdong,US,54.0,25-Oct-2025,4,8458,15934.84,29156.73,494767,2025-03-29,210,4.431804,493,2,0.738795,100551,14
2029500,2023-07-02,2015/05/06,,0,Wuhan,,India,26.0,2024/02/05,4,32424,63429.83,14469.78,212282,2022-09-22,501,8.150332,666,4,0.996752,255587,11
2010825,31-Oct-2013,07/08/2009,Female,1,wuhan,shang hai,United States,44.0,2025/05/02,3,58461,3302.65,65509.78,300929,02/08/2024,449,11.229954,108,0,0.910933,151792,8
2056313,2012/10/13,2007/05/15,female ,3,beijing,Si chuan,CN,26.0,31-Jul-2025,3,8955,43308.05,76918.12,83464,2023-10-18,652,240.430621,104,3,1.344893,141193,12
2019236,03-Jul-2015,25-Aug-2006,Female,0,Shanghai,,United States,42.0,2024/04/05,1,22951,18521.71,100951.07,373198,02/21/2024,44,69.789049,674,4,2.013441,142895,9
2028140,04/10/2017,11/22/2009,Female,0,SHANGHAI,Jiangsu,China,62.0,12/12/2024,6,53278,6566.83,108809.15,127757,06-May-2023,586,6.142878,105,3,1.888922,224789,11
2000145,2022-12-26,12/24/2023,Unknown,0,beijing,,China,36.0,2025-10-05,7,14818,72902.86,12721.97,216496,02/22/2025,225,61.516158,368,1,0.452682,218641,14
2046973,11-Mar-2018,10-Jun-2018,,0,Wuhan,Beijing,India,,2025/12/22,6,11306,18446.45,39919.37,299311,2024-02-09,682,40.552042,368,4,0.71367,443316,6
2000903,16-Nov-2021,2022/01/18,Unknown,0,Shanghai,Sichuan,China ,30.0,27-Sep-2025,7,43944,31481.44,19733.17,64771,09/11/2024,381,80.033286,432,2,1.706933,159443,8
2054093,03-Feb-2012,13-Sep-2021,Female,1,Shanghai,Beijing,China,35.0,01/09/2025,5,48717,74141.76,20220.68,290175,2023-10-01,466,169.734265,642,1,2.255668,136075,9
2029142,16-Dec-2014,2016-08-04,M,1,Chong qing,Jiangsu,cn,45.0,2024-07-26,5,8059,26715.65,44499.26,385472,2023-12-22,217,86.573661,278,3,1.008029,265899,15
2024338,2020/11/02,17-May-2012,Male,0,Hangzhou,Chongqing,CN ,41.0,2025/05/31,6,7077,17586.8,27922.14,150658,09/22/2024,251,51.37571,626,6,1.930513,306478,8
2044321,16-Nov-2017,2018/03/10,M,2,Guangzhou,Si chuan,cn,35.0,05/26/2025,4,24661,25136.17,33509.01,253737,07/03/2024,327,65.653077,313,6,1.346866,432098,10
2013928,13-Jun-2011,25-Nov-2019,M,0,Chongqing,Zhejiang,CN ,31.0,05/06/2025,2,13034,40530.52,64740.09,205013,10/30/2024,188,93.785625,662,4,0.74683,351450,19
2028792,2022/04/17,2007-06-27,Unknown,1,beijing,Shanghai,US,47.0,04/29/2025,6,12184,48409.45,47355.57,285455,12/16/2023,500,119.685051,47,3,0.623053,257665,10
2032901,2021/06/21,12/07/2011,Male,0,wuhan,Guang dong,IN,44.0,21-Feb-2025,7,39433,12123.53,160.12,18209,2025-02-14,7,22.187417,239,5,1.009372,44640,14
2023718,2011/08/02,07/10/2014,,0,Hangzhou,,CHN,25.0,2025/09/28,4,25982,86010.69,39956.02,46901,24-May-2025,127,163.33813,258,4,1.391335,238150,14
2018970,2021/07/30,2019-03-03,F,0,Chong qing,bei jing,CHN,37.0,09/05/2025,3,29679,19209.6,25131.46,62107,12/17/2024,262,107.072397,509,1,1.208322,188446,9
2052988,20-Nov-2020,20-Jan-2023,,0,Beijing,bei jing,India,35.0,25-Feb-2024,3,26925,23878.95,77629.91,6760,06/23/2022,612,65.896588,301,2,0.584714,95040,11
2008881,06-Dec-2019,2021/05/24,female ,1,Nanjing,Beijing,cn,24.0,2025-09-02,9,52413,7630.02,3560.65,79288,17-Feb-2024,563,145.515793,87,3,1.390332,307681,13
2046724,05/09/2010,2006/09/23,Female,1,Hangzhou,bei jing,China,36.0,21-May-2024,1,18988,19896.44,11989.06,100028,01/01/2024,141,21.52774,381,2,1.43707,194889,14
2040305,03/14/2020,28-Mar-2020,F,0,wuhan,,CN,32.0,2024-02-08,4,19152,606.48,27571.8,220438,2022-09-27,499,42.145684,130,4,1.692413,394817,5
2042540,2016-02-15,2016-07-06,,0,guangzhou ,Chongqing,China,,2024-05-04,5,14932,14955.73,13377.26,615456,07/10/2022,664,36.714685,227,4,0.897791,34841,8
2009986,27-Mar-2022,2005/10/15,Male,1,Guangzhou,Chongqing,India,28.0,2024-12-15,2,46959,43675.65,25507.21,411901,12/12/2024,3,144.020011,519,5,1.176534,549629,5
2002868,2020/05/25,2020-02-07,F,2,guangzhou ,Sichuan,cn,51.0,2025/08/15,7,27039,36985.22,57993.18,133307,09/29/2023,686,198.458589,203,5,0.372643,53692,5
2045220,30-Dec-2022,02-Sep-2025,M,0,Shenzhen,Zhejiang,United States,31.0,2025/05/06,6,53624,34151.61,35554.34,447688,2023-10-21,563,28.682613,95,1,1.359668,191029,9
2052818,06/01/2020,2019/01/03,Male,0,Chongqing,Shaanxi,United States,32.0,18-May-2025,4,3480,77636.15,40399.85,227532,2024-08-08,283,170.078861,200,4,0.641394,163074,10
2034429,10/13/2013,2019/04/05,Unknown,1,Shenzhen,,China,42.0,2025/10/31,5,50455,19055.42,75011.97,255181,2024-01-02,668,41.843673,241,0,0.010025,347839,15
2006349,10-Apr-2018,2022-10-22,male,1,Wuhan,Guangdong,CN ,22.0,01/10/2025,5,20817,20577.51,18097.48,114030,2023-11-20,417,17.048425,358,3,0.604516,489007,10
2013127,03/04/2017,2023-10-30,,0,Shenzhen,Zhejiang,CN ,40.0,14-Oct-2024,8,31003,34331.5,21951.24,129998,03/14/2023,580,141.808724,152,1,0.226565,105748,10
2023452,01/24/2016,18-Dec-2025,Female,3,Chengdu,Guang dong,US,34.0,2025-06-02,1,23638,70809.14,806.91,171437,03-Dec-2024,181,76.970992,461,5,1.09868,207105,5
2022647,2014-09-02,2017/11/15,,3,guangzhou ,Shanghai,China,40.0,08/02/2024,7,62250,5789.76,24897.39,390968,2022-10-16,656,130.376473,598,2,1.169354,400625,16
2035824,06/20/2025,2007-04-03,M,1,,,India,42.0,2024/07/14,7,31246,87872.8,42070.4,17618,06/06/2024,38,120.832752,282,2,0.65896,428343,9
2006986,25-Dec-2024,21-Sep-2005,female ,0,Hangzhou,,cn,55.0,2024/03/06,7,37193,8464.03,79867.09,45845,2023-07-31,219,102.418416,88,3,1.079753,276076,7
2009442,2011/11/16,21-Jun-2019,Unknown,0,Wuhan,Chongqing,IN,,26-Nov-2024,4,9357,48894.21,4173.11,371718,04-May-2023,572,162.916781,114,5,1.182555,258860,9
2019575,07-Aug-2020,10/01/2021,M,2,,Zhe jiang,US,29.0,03/06/2024,4,8221,47992.82,65474.87,126351,06/06/2022,639,6.755257,14,3,1.012785,222569,13
2051552,23-Dec-2020,2024-04-10,Male,3,Wuhan,Guangdong,CHN,44.0,2024-10-17,2,44979,2559.08,37059.91,427253,2024-09-14,33,79.179959,46,2,0.654879,340930,9
2059999,2014/06/25,2024-04-02,male,0,Shanghai,,China,36.0,2024/10/26,4,59647,52120.62,41532.89,155261,25-Aug-2024,62,184.239056,223,3,0.57799,17343,10
2021635,07-May-2022,06-Jun-2025,F,0,Guangzhou,Guangdong,United States,18.0,22-Jul-2025,6,10853,?,49259.55,198966,28-Jun-2025,24,24.234239,236,5,0.124823,257630,9
2012728,2017-11-24,2014/04/05,,2,guangzhou ,Zhe jiang,CN ,31.0,2024/06/28,5,5436,57866.81,59460.76,343246,02/20/2023,494,239.960853,269,3,0.200207,28423,16
2035003,2018-05-27,29-Oct-2018,Unknown,1,Beijing,Zhejiang,India,26.0,2024-04-16,6,9963,54492.97,13402.15,143817,11/20/2023,148,56.20398,177,5,0.997915,102629,7
2004022,2013-12-02,03/05/2020,Unknown,0,,Chongqing,India,33.0,09-Feb-2024,3,18536,10517.21,3980.83,235534,11/05/2022,461,123.844117,328,2,1.181354,165562,14
2049587,2024/10/31,2011/04/21,,0,Chong qing,Beijing,IN,38.0,06/01/2025,3,41448,67267.31,17187.66,187275,2023-07-05,697,25.106272,363,2,2.209615,116402,8
2011062,02/18/2021,2009-04-24,female ,0,Guangzhou,,India,40.0,2024-12-28,7,35428,17014.1,21600.23,188143,2024-06-22,189,111.095263,252,2,1.190008,125099,13
2025419,2012-11-21,2007-04-02,male,1,Beijing,Si chuan,China,41.0,06/11/2024,4,31112,4643.08,6138.91,327813,2024-03-11,92,105.845744,587,4,0.346469,155349,9
2021545,2025-05-07,04-Jun-2015,Unknown,3,Hangzhou,Chongqing,,,26-May-2025,2,12326,118.81,36156.19,158397,07-Nov-2024,200,165.999394,537,6,1.092772,311785,10
2021294,05/14/2022,09-Oct-2025,Female,0,Xi'an,Sichuan,IN,22.0,17-Aug-2024,5,17981,22411.52,4052.08,135299,01/13/2023,582,178.401416,248,3,1.403896,60853,9
2024322,2023-08-10,2006-05-28,male,0,,Beijing,CN ,,2025/09/12,5,56563,6054.08,14109.55,202906,01/01/2025,254,229.507166,311,3,0.147004,45487,16
2050769,11/08/2010,2011/01/17,Unknown,0,Shenzhen,Zhejiang,US,26.0,10-Aug-2024,5,82946,25096.98,29572.88,384651,28-Jan-2023,560,110.663286,256,6,1.337162,37362,13
2006527,2020/12/24,2006/02/10,Male,0,Shanghai,Shaanxi,IN,,14-Apr-2025,0,28376,56107.35,5011.99,493708,2024-02-08,431,163.353318,453,5,2.086224,233774,11
2013530,2020-08-25,08/17/2015,F,0,Shenzhen,Sichuan,CN ,29.0,13-Jun-2025,7,17594,23452.96,4599.34,361241,02-Feb-2024,497,122.49349,32,3,0.7924,336482,9
2062117,2015-11-01,2011-01-16,Female,0,Xi'an,Zhejiang,China,37.0,02/23/2024,4,19097,95135.22,34556.76,531399,22-Nov-2022,458,59.514827,328,3,0.974505,414695,11
2052577,2012/06/04,2006/03/09,F,0,guangzhou ,Shanghai,CN ,44.0,12/19/2024,10,27104,58329.93,41059.83,47590,2023-04-12,617,27.832491,247,3,0.099212,58258,8
2035108,2024/11/20,09/09/2019,M,1,beijing,Guang dong,CN ,38.0,04/04/2025,3,45501,17404.28,34561.96,193351,07/21/2023,623,103.932814,467,2,1.342139,165919,7
2019377,2023/07/22,19-Aug-2020,F,2,Hangzhou,,India,30.0,2025/11/22,5,13776,?,26140.04,242734,26-Dec-2024,331,7.155973,657,2,0.745575,242971,12
2039567,11/22/2012,2009-03-12,male,0,Wuhan,Si chuan,United States,42.0,08/23/2024,9,36518,21917.53,3218.07,102839,10-Jul-2024,44,56.44052,288,2,1.11335,374746,7
2004569,04/03/2017,02/07/2005,Male,0,beijing,bei jing,India,38.0,2025/02/23,8,16220,34666.62,82697.61,356233,03/07/2024,353,76.580544,324,1,1.025893,214082,11
2062736,2012/06/25,2020/01/27,,0,Hangzhou,,CHN,54.0,14-Oct-2025,3,38354,32330.56,9137.49,93926,01/11/2024,642,27.392458,219,3,0.991706,119162,15
2055153,2022-09-06,2005-06-05,M,0,Xian,Si chuan,CHN,33.0,27-Jul-2024,4,7613,8148.42,29072.68,367330,11-Mar-2024,138,62.689336,308,1,0.73031,213718,13
2046531,14-Jul-2017,2018-04-12,Male,0,Beijing,Sichuan,cn,61.0,07/10/2025,6,32765,54317.24,2698.87,27494,2025-04-11,90,110.737243,516,3,0.706152,195223,13
2037510,2024/05/14,04/01/2005,Unknown,0,Guangzhou,Shaanxi,CN,39.0,09-Jun-2024,9,36676,6257.72,1939.16,123019,25-Jul-2022,685,148.624423,342,2,0.866638,33076,17
2021136,2023/03/05,2021-11-19,male,0,Hangzhou,shang hai,CN ,71.0,2024/03/06,1,49310,28628.02,8163.16,349817,03-Feb-2024,32,154.14078,251,0,1.316526,164156,6
2023367,2012/04/04,2005-06-24,female ,0,Shenzhen,Guangdong,China,28.0,11-Nov-2025,4,23242,28765.53,6542.72,243162,2025-03-01,255,57.193323,147,5,0.734794,519782,12
2013499,2021/03/11,2020-05-07,Unknown,0,Xi'an,Zhejiang,CHN,35.0,2025/03/30,8,48394,11864.87,42295.89,248411,2025-02-20,38,98.912909,270,1,0.824648,93821,10
2004231,2024-07-01,2022-06-13,M,1,Shenzhen,Beijing,China ,32.0,26-May-2025,1,20714,39405.08,5000.82,374960,05/19/2025,7,43.027508,145,3,2.367678,363758,8
2000944,19-Aug-2013,2007-01-08,M,2,Hangzhou,shang hai,US,36.0,2024/07/10,3,29713,23672.63,13521.2,100357,2024-04-15,86,197.997899,344,1,1.610025,345706,8
2038834,2019-02-13,28-Mar-2006,Unknown,0,,,CN ,37.0,25-Jul-2025,3,40195,105724.43,15254.31,7392,30-Oct-2023,634,103.168034,230,1,1.683318,61512,12
2024416,03/20/2015,11/18/2008,,0,Shanghai,,cn,42.0,25-Mar-2025,5,40639,29323.23,37721.98,92532,2023-06-06,658,121.982317,203,6,2.172981,103659,8
2026408,05/13/2021,2010/07/01,Male,1,Xian,Guangdong,China ,49.0,02/02/2025,3,42745,28176.94,72849.1,388515,2025-01-25,8,79.47065,280,4,1.610831,149187,9
2040225,2015/03/01,2023/05/07,Male,0,Chengdu,Si chuan,IN,44.0,04/02/2025,5,39190,41959.25,12814.14,354883,05/26/2024,311,162.03509,147,4,1.000068,372760,10
2002153,26-Jun-2022,07-Aug-2020,Male,1,Chengdu ,,CN,42.0,2025/06/23,4,47799,1449.32,29089.63,66293,14-Mar-2025,101,175.771414,213,1,0.198081,46874,10
2038497,2011/12/02,08/18/2024,,0,Chong qing,Guangdong,IN,,01-Apr-2025,4,18119,42294.28,1152.89,83406,01/16/2025,75,21.582997,401,4,1.476195,3994,7
2037331,2021/02/21,11/20/2009,,1,Nan jing,Guang dong,CN,35.0,06-Dec-2025,7,41405,48347.75,36253.89,17767,2024-12-13,358,129.83087,20,5,0.675738,173248,8
2007823,22-May-2020,01/20/2024,M,0,Chongqing,Guang dong,CN,24.0,2024/10/17,6,24717,37252.28,33611.16,287924,2024-08-07,71,37.306716,273,6,1.314546,173859,7
2012415,12/18/2012,2019/08/18,Male,0,Chengdu,Hubei,China ,37.0,2025-03-02,5,43728,32127.73,784.66,299502,2024-03-31,336,55.049458,19,1,1.116288,306982,9
2020890,01/11/2013,02/09/2006,,0,Shenzhen,Zhejiang,China ,35.0,05/09/2025,6,39522,3613.94,99523.49,277623,2024-03-26,409,58.66167,82,3,1.184085,12167,7
2036421,2025-04-23,2021/06/05,M,3,Hangzhou,Zhejiang,CN,,19-Jun-2024,6,35413,43167.65,27191.38,233955,07-Sep-2023,286,15.206467,26,6,0.568182,242689,10
2037544,04/27/2013,2010-11-03,Female,0,Wuhan,,IN,48.0,2024/05/20,6,14213,42364.48,51823.87,261318,28-Mar-2024,53,61.544896,424,2,0.990851,324867,5
2030380,05-Apr-2014,2009/12/21,Female,0,Xian,Beijing,United States,21.0,05/07/2024,4,15554,68823.91,33687.88,588635,28-Oct-2022,557,58.023949,107,3,0.629404,366292,8
2008194,08/22/2025,2008-04-30,,0,,shang hai,US,41.0,21-Mar-2024,7,30952,4093.71,20429.3,255100,2023-03-01,386,73.498749,101,1,1.079312,63104,11
2033814,02/25/2013,2006-06-04,Male,2,Shanghai,Chongqing,CN,33.0,2024-11-08,5,29763,31488.39,73403.72,48339,31-Jan-2023,647,96.039097,122,3,2.423821,64323,12
2027001,26-Apr-2021,2024/07/08,M,2,SHANGHAI,Sichuan,CN ,,07/21/2025,4,17417,52346.74,31438.08,375917,2024-12-04,229,71.060023,374,3,0.461036,57103,13
2018107,2022/11/25,2023/12/13,Female,0,guangzhou ,Chongqing,cn,45.0,05-Dec-2025,8,18476,75765.17,95158.24,4652,2025-03-27,253,3.709438,39,2,1.339657,437816,18
2014039,2025/09/27,2019/12/07,F,1,Chengdu ,Shaanxi,CN ,22.0,2024/08/25,1,41941,9594.54,3617.03,167991,09-Nov-2022,655,201.24296,325,1,1.044856,273159,7
2007271,06-Aug-2014,05/18/2013,M,0,Beijing,Zhejiang,,20.0,02/02/2025,3,34913,13245.1,52845.68,-337061,04/24/2023,650,180.416179,494,4,1.845303,274198,6
2037578,2020/10/14,22-Apr-2016,,0,Hangzhou,,CN,30.0,01/10/2025,4,8888,40547.03,94906.74,138138,08/20/2024,143,58.878173,319,5,1.755995,292412,7
2062360,2013/06/20,12-Aug-2024,female ,3,Chongqing,Zhejiang,cn,38.0,10-Sep-2024,5,12101,61158.65,12829.56,68272,2023-07-15,423,42.172534,641,6,0.227779,189491,9
