MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight,SUM_YR_1_log,SUM_YR_2_log,AVG_INTERVAL_sqrt,AGE_GROUP,Distance_Group
2053710,2018-01-23,2015-07-03,F,0,Guangzhou,Shanghai,United States,70,2024-12-28,3,38144,14326,21933,426745,2024-01-22,565,39,142,2,1,196481,9,9.569901147893372,9.995793223320154,6.244997998398398,Senior,200k+
2027759,2018-01-23,2015-07-03,F,2,Nanjing,Chongqing,United States,25,2024-12-28,2,19191,76092,47361,131543,2024-01-22,1,129,223,3,2,143836,11,11.239711555387693,10.765575498395966,11.357816691600547,Young Adult,100k-200k
2031329,2016-04-14,2015-07-03,F,1,Hangzhou,Beijing,China,41,2024-11-06,9,28348,68039,15340,301109,2024-01-22,151,127,342,5,1,278378,8,11.127851046509798,9.638284261844774,11.269427669584644,Adult,200k+
2015360,2018-01-23,2015-07-03,F,0,Beijing,Shanghai,United States,43,2024-12-28,6,12439,58954,49466,214205,2024-01-22,185,155,386,4,1,263502,11,10.984529720010773,10.809061059569078,12.449899597988733,Adult,200k+
2062980,2012-02-10,2015-07-03,F,0,Nanjing,Shanghai,India,42,2024-12-28,6,23166,25336,10277,222715,2024-01-22,487,170,69,5,1,117073,15,10.140021056969097,9.237760967552175,13.038404810405298,Adult,200k+
2031126,2018-01-23,2015-07-03,M,1,Wuhan,Si Chuan,China,39,2024-12-28,4,1127,48739,13379,45793,2024-01-22,342,170,277,2,2,276588,5,10.794255327179197,9.50151633368222,13.038404810405298,Adult,20k-50k
2023262,2018-01-23,2021-04-08,F,0,Shenzhen,Beijing,China,70,2024-12-28,4,24330,60352,18138,1631,2024-01-22,74,57,602,0,1,216807,14,11.00796593531503,9.805819595357969,7.54983443527075,Senior,0-5k
2055711,2018-01-23,2015-07-03,F,1,Beijing,Beijing,China,47,2024-12-28,1,54053,34906,8332,348501,2024-01-22,416,7,109,1,1,566666,7,10.460442661144333,9.027978814382207,2.6457513110645907,Middle Age,200k+
2060544,2018-01-23,2015-07-03,M,1,Xian,Si Chuan,China,47,2024-06-05,7,32850,36461,55713,293038,2024-01-27,130,172,509,2,1,398706,9,10.504025901363411,10.927986740832239,13.114877048604,Middle Age,200k+
2021103,2018-01-23,2015-07-03,F,0,Shanghai,Shanghai,China,39,2024-12-28,5,21784,96155,14274,366879,2022-12-16,631,8,663,1,1,394812,6,11.47372715156607,9.56626503452421,2.8284271247461903,Adult,200k+
2054189,2018-01-23,2015-07-03,M,0,Chong Qing,Chongqing,United States,48,2025-08-22,6,36958,21330,7731,38892,2024-01-22,93,123,189,1,2,223772,9,9.967916692691817,8.953122840328222,11.090536506409418,Middle Age,20k-50k
2061280,2025-04-24,2015-07-03,M,0,Nanjing,Si Chuan,United States,25,2024-12-28,6,43250,4239,15802,331737,2024-01-22,623,58,391,1,0,123692,14,8.352318548226004,9.667955074409104,7.615773105863909,Young Adult,200k+
2039982,2018-01-23,2015-07-03,M,0,Beijing,Chongqing,United States,52,2025-06-22,3,40115,4404,31557,103736,2025-02-12,700,80,376,5,1,250469,7,8.39049553837028,10.359582401595615,8.94427190999916,Middle Age,100k-200k
2027407,2018-01-23,2015-07-03,F,1,Chengdu,Jiangsu,India,36,2024-12-28,2,66490,6250,26102,323308,2025-04-01,244,103,418,2,0,91170,7,8.740496729931813,10.169805529234134,10.14889156509222,Adult,200k+
2058477,2010-06-03,2015-07-03,M,1,Beijing,Shanghai,China,38,2024-12-28,5,22297,52709,47283,90891,2024-01-22,129,73,91,0,1,421855,8,10.872560469849253,10.763927250870267,8.54400374531753,Adult,50k-100k
2039027,2018-01-23,2023-08-20,M,1,Chengdu,Si Chuan,China,34,2024-12-28,6,16305,6067,10734,162702,2024-07-15,347,171,219,1,1,58479,10,8.710784340468424,9.28126471031288,13.076696830622021,Adult,100k-200k
2011343,2018-01-23,2015-07-03,M,0,Hangzhou,Beijing,China,61,2024-12-28,5,55746,86863,14551,76263,2024-01-22,154,156,626,3,0,422613,8,11.372098956145232,9.585483720197958,12.489995996796797,Senior,50k-100k
2000475,2018-01-23,2015-07-03,F,1,Chengdu,Shanghai,India,36,2025-08-30,8,17242,87532,13835,240249,2024-01-22,211,98,36,4,1,273478,8,11.379771144102357,9.53502917005706,9.899494936611665,Adult,200k+
2006693,2018-01-23,2015-07-03,M,1,Chong Qing,Zhe Jiang,China,31,2024-12-28,5,5924,3316,1894,42192,2025-07-17,64,14,216,2,1,225200,6,8.106816038947052,7.546974117516527,3.7416573867739413,Adult,20k-50k
2052086,2018-01-23,2015-07-03,F,0,Xian,Beijing,India,45,2025-04-13,4,45269,48331,49157,132233,2023-09-29,562,57,468,4,1,91941,11,10.785849146147198,10.80279487936987,7.54983443527075,Adult,100k-200k
2011077,2018-01-23,2015-07-03,M,0,Shenzhen,Hubei,India,39,2025-04-11,5,4943,42814,14349,262150,2024-01-22,346,150,308,1,1,98147,9,10.664643787460292,9.571505221187767,12.24744871391589,Adult,200k+
2057206,2012-06-19,2015-07-03,F,0,Chong Qing,Guangdong,China,38,2024-12-28,4,52267,37126,20373,51435,2024-01-22,555,96,62,5,1,302714,9,10.522099746707825,9.922014857150012,9.797958971132712,Adult,50k-100k
2025370,2019-06-26,2015-07-03,M,2,Beijing,Hubei,India,39,2024-12-28,3,16424,89034,23762,469968,2024-01-22,577,77,400,4,1,96975,10,11.396784829835415,10.07588502813239,8.774964387392123,Adult,200k+
2013565,2018-01-23,2020-07-24,M,0,Beijing,Beijing,China,33,2024-12-28,7,39952,5157,23127,976,2024-04-18,524,193,568,6,0,142713,8,8.54830418644129,10.048799283696182,13.892443989449804,Adult,0-5k
2010724,2018-01-23,2015-07-03,M,2,Beijing,Jiangsu,China,39,2024-12-28,6,29016,20824,64487,131407,2024-12-24,345,57,182,2,2,187980,11,9.943909467035043,11.074234438963437,7.54983443527075,Adult,100k-200k
2029437,2018-01-23,2005-09-21,M,1,Chong Qing,Shanghai,United States,36,2025-08-31,5,27341,24657,35599,71032,2024-07-07,420,169,400,4,0,186137,10,10.112856670428497,10.480100916840122,13.0,Adult,50k-100k
2011000,2018-01-23,2014-05-09,F,1,Shenzhen,Shanghai,China,31,2024-12-28,3,39171,24303,4190,4468,2023-07-27,289,136,217,2,1,396703,7,10.098396224835554,8.340694647925071,11.661903789690601,Adult,0-5k
2039878,2018-01-23,2010-07-08,F,1,Beijing,Guangdong,China,41,2024-12-28,7,59168,38270,9828,361144,2024-01-22,87,99,194,3,1,165047,7,10.5524477082064,9.19309247856663,9.9498743710662,Adult,200k+
2059271,2018-01-23,2015-07-03,F,0,Chengdu,Guangdong,China,37,2024-12-28,1,28296,3581,45868,462988,2024-01-22,205,120,257,7,1,11175,7,8.183676582620658,10.733544786612352,10.954451150103322,Adult,200k+
2009958,2018-01-23,2015-07-03,F,2,Chengdu,Zhe Jiang,China,43,2024-12-28,3,4136,59530,37830,320846,2023-12-18,667,107,149,3,2,128543,8,10.99425246425933,10.540884151324754,10.344080432788601,Adult,200k+
2060353,2018-01-23,2015-07-03,M,0,Chengdu,Zhe Jiang,China,29,2024-12-28,5,60490,6096,16126,204904,2024-01-22,41,45,249,3,1,77272,11,8.715552125907816,9.688250164980516,6.708203932499369,Young Adult,200k+
2031079,2018-01-23,2015-07-03,F,1,Xian,Shanghai,China,50,2024-12-28,3,6325,14884,55617,271668,2024-04-13,303,194,141,2,1,201920,5,9.608109273449877,10.926262168853055,13.92838827718412,Middle Age,200k+
2024149,2018-01-23,2008-03-18,M,0,Xian,Guangdong,United States,36,2024-12-28,9,27386,123524,23706,10123,2024-01-22,164,74,516,0,1,189799,8,11.724198843713951,10.073525642163233,8.602325267042627,Adult,5k-20k
2062732,2016-11-21,2015-07-03,F,1,Nanjing,Shanghai,India,26,2024-12-28,7,50832,12029,7415,271419,2024-02-17,560,92,116,5,1,151175,10,9.395158808968725,8.91139510724569,9.591663046625438,Young Adult,200k+
2034496,2018-01-23,2015-07-03,M,2,Chengdu,Si Chuan,China,29,2024-12-28,2,46165,4106,39874,158878,2024-01-22,599,105,223,5,1,61230,11,8.320448113956559,10.593504840087146,10.246950765959598,Young Adult,100k-200k
2045389,2018-01-23,2015-07-03,F,0,Xian,Beijing,China,30,2024-12-28,8,47370,68521,72897,44154,2023-12-09,665,133,294,3,1,15842,12,11.134910140570163,11.196816482778157,11.532562594670797,Young Adult,20k-50k
2037458,2015-09-19,2015-07-03,M,0,Chengdu,Guangdong,India,34,2024-12-28,8,10811,55638,8368,212631,2024-01-22,547,5,190,2,1,164171,7,10.926639673194344,9.032289682032873,2.23606797749979,Adult,200k+
2009640,2018-01-23,2015-07-03,F,0,Chong Qing,Shanghai,China,37,2024-12-28,5,12301,29674,45472,450777,2025-02-24,306,51,174,3,1,118017,7,10.298060219477868,10.72487402221026,7.14142842854285,Adult,200k+
2061360,2024-03-28,2016-04-08,M,0,Hangzhou,Guangdong,China,48,2024-12-28,5,24542,90848,3521,291965,2024-01-22,359,178,317,3,2,469239,11,11.416954066609087,8.166784289056151,13.341664064126334,Middle Age,200k+
2059246,2018-01-23,2015-07-03,M,2,Hangzhou,Guangdong,United States,35,2024-12-28,9,26505,59767,32515,104748,2024-01-23,600,124,302,2,1,209926,13,10.998225679655636,10.389487554866463,11.135528725660043,Adult,100k-200k
2001524,2015-02-19,2015-07-03,M,0,Shanghai,Beijing,China,34,2025-04-04,3,28783,56666,14443,104501,2024-01-22,574,17,368,2,1,137191,9,10.944947309699929,9.578034382397348,4.123105625617661,Adult,100k-200k
2035767,2018-01-23,2015-07-03,M,2,Hangzhou,Guangdong,China,25,2024-12-28,4,10540,45577,38210,230705,2024-01-22,463,74,419,4,0,223314,10,10.727180422942716,10.55087871125787,8.602325267042627,Young Adult,200k+
2045626,2021-04-04,2015-07-03,F,0,Shanghai,Shanghai,China,50,2024-12-28,7,33363,5843,46767,50219,2025-04-28,111,124,86,2,0,140833,10,8.67317077287059,10.752954487351028,11.135528725660043,Middle Age,50k-100k
2043125,2018-01-23,2015-07-03,F,0,Shenzhen,Zhe Jiang,China,32,2024-12-28,3,39225,23969,106432,64331,2023-12-18,168,65,118,0,1,349864,8,10.08455832742843,11.575270958178935,8.06225774829855,Adult,50k-100k
2006794,2018-01-23,2015-07-03,F,0,Chong Qing,Guangdong,China,54,2024-12-28,4,61761,5847,31014,5904,2025-08-26,5,63,405,7,1,177162,8,8.673855001429615,10.342226237407218,7.937253933193772,Middle Age,5k-20k
2020316,2018-01-23,2015-07-03,M,0,Xian,Jiangsu,United States,51,2025-02-22,4,26823,4245,50278,21269,2024-01-22,623,186,156,0,1,490003,12,8.353732642263202,10.825342773882696,13.638181696985855,Middle Age,20k-50k
2033695,2018-01-23,2015-07-03,M,0,Wuhan,Guangdong,China,19,2024-08-04,5,36333,13484,40922,193240,2024-01-22,17,89,284,1,0,155823,13,9.50933323557383,10.61944753116123,9.433981132056603,Young Adult,100k-200k
2026877,2015-08-02,2006-01-29,M,1,Guangzhou,Shanghai,India,41,2024-12-28,9,56399,56450,70642,235769,2024-01-22,100,30,541,5,0,131216,9,10.941128284212754,11.165394303232237,5.477225575051661,Adult,200k+
2034860,2018-01-23,2007-07-02,M,1,Beijing,Guangdong,China,34,2024-10-31,5,34980,22822,59401,444313,2024-01-22,494,188,497,3,0,317161,13,10.035524078403878,10.992083174817584,13.711309200802088,Adult,200k+
2061995,2018-01-23,2015-07-03,F,0,Wuhan,Shanghai,United States,50,2024-12-28,4,24801,43072,38015,195722,2024-08-02,76,237,378,1,1,198957,18,10.67065162967397,10.545762402722318,15.394804318340652,Middle Age,100k-200k
2011948,2018-01-23,2015-07-03,M,0,Hangzhou,Shanghai,China,19,2024-12-28,5,8891,14989,6182,192531,2024-01-22,392,183,357,2,2,389224,12,9.615138591096644,8.729558869558568,13.527749258468683,Young Adult,100k-200k
2005772,2018-01-23,2015-07-03,F,1,Wuhan,Zhe Jiang,India,29,2024-06-27,7,33450,40344,18837,428871,2024-01-22,658,44,81,4,1,284935,11,10.605222750282607,9.843631385382762,6.6332495807108,Young Adult,200k+
2022272,2018-01-23,2015-07-03,M,1,Chengdu,Shanghai,India,33,2024-12-28,9,16772,65737,29722,72010,2024-01-22,210,9,584,2,1,411530,7,11.09343242387742,10.299676435863896,3.0,Adult,50k-100k
2052731,2018-01-23,2016-03-08,M,0,Xian,Shanghai,China,32,2025-02-28,7,26684,40488,13370,135126,2023-04-03,697,133,347,2,1,152542,10,10.608785611265057,9.500843461614666,11.532562594670797,Adult,100k-200k
2002450,2018-01-23,2015-07-03,F,0,Shenzhen,Zhe Jiang,China,34,2024-12-28,4,16778,26893,31927,233270,2024-01-22,428,176,297,1,1,591846,12,10.199658492383815,10.37123864672857,13.2664991614216,Adult,200k+
2042384,2018-01-23,2015-07-03,M,0,Nanjing,Shanghai,China,34,2024-12-28,7,12107,112013,89544,167030,2024-01-22,659,8,195,0,1,12376,8,11.626379142465382,11.40249657120084,2.8284271247461903,Adult,100k-200k
2009819,2018-01-23,2015-07-03,F,0,Chong Qing,Si Chuan,China,27,2024-12-28,5,46027,27877,8057,80536,2024-01-22,35,99,195,6,1,187339,8,10.235593126289832,8.994420665751292,9.9498743710662,Young Adult,50k-100k
2007891,2018-01-23,2015-07-03,M,0,Hangzhou,Shanghai,China,36,2024-12-28,4,34887,16514,552,93145,2024-01-22,459,31,290,0,2,191043,7,9.71202433782489,6.315358001522335,5.5677643628300215,Adult,50k-100k
2038859,2014-12-28,2015-07-03,F,0,Hangzhou,Zhe Jiang,China,44,2024-12-28,2,10951,49298,16040,63750,2024-11-10,203,95,362,7,1,271768,16,10.8056590758494,9.682903223616842,9.746794344808963,Adult,50k-100k
2032520,2018-01-23,2024-02-02,F,0,Hangzhou,Shanghai,China,33,2024-12-28,3,50625,66997,35694,5384,2023-12-13,597,218,218,2,0,194122,16,11.112418047181292,10.482765901936562,14.7648230602334,Adult,5k-20k
2043419,2018-01-23,2015-07-03,M,2,Nanjing,Beijing,India,29,2024-12-28,5,43399,72482,61223,267605,2024-01-22,65,106,212,1,1,86647,11,11.191107330588766,11.022294548489757,10.295630140987,Young Adult,200k+
2022426,2018-01-23,2024-12-16,M,0,Hangzhou,Si Chuan,China,44,2024-12-28,7,1827,40477,106432,288539,2024-01-22,680,63,605,4,1,367714,12,10.608513895626151,11.575270958178935,7.937253933193772,Adult,200k+
2008333,2018-01-23,2009-03-22,M,2,Wuhan,Guangdong,China,23,2024-10-09,6,41549,18427,26825,291354,2023-02-20,597,3,245,2,1,111082,6,9.821626526055807,10.197126845462035,1.7320508075688772,Young Adult,200k+
2007802,2025-09-18,2015-07-03,M,0,Chong Qing,Shanghai,United States,36,2024-12-28,5,32310,58058,46491,285432,2024-01-22,507,84,568,1,1,125024,12,10.96921501386846,10.747035533763599,9.16515138991168,Adult,200k+
2015950,2018-01-23,2015-07-03,M,2,Wuhan,Chongqing,China,31,2024-12-28,6,7167,49643,4333,252681,2024-01-22,1,98,274,1,1,215793,10,10.812632816249412,8.374246182096304,9.899494936611665,Adult,200k+
2024098,2018-01-23,2015-07-03,M,2,Shanghai,Shanghai,India,58,2024-12-28,6,71585,38156,23295,163667,2024-01-22,308,87,304,2,1,21289,11,10.549464506119595,10.056036950996413,9.327379053088816,Middle Age,100k-200k
2058958,2018-01-23,2015-07-03,F,0,Nanjing,Beijing,China,43,2024-12-28,7,11339,33489,5860,426070,2024-01-22,494,115,373,7,1,445735,13,10.41900216578825,8.676075516476429,10.723805294763608,Adult,200k+
2007787,2018-01-23,2015-07-03,M,0,Shenzhen,Jiangsu,China,52,2024-12-28,7,1105,12905,33858,152591,2024-01-22,488,108,462,4,0,117734,10,9.465447598495786,10.429960121878297,10.392304845413264,Middle Age,100k-200k
2041105,2021-08-31,2009-11-24,M,0,Hangzhou,Zhe Jiang,India,70,2025-11-05,3,30850,46962,47452,395753,2024-01-22,622,139,672,4,1,40149,7,10.7571153366182,10.767495026486278,11.789826122551595,Senior,200k+
2033559,2018-01-23,2015-07-03,M,2,Chong Qing,Guangdong,India,50,2024-12-28,3,45545,38659,77589,247843,2024-01-22,312,168,156,1,1,387848,5,10.562560752762321,11.259193831887995,12.96148139681572,Middle Age,200k+
2037348,2018-01-23,2015-07-03,F,2,Shenzhen,Si Chuan,China,27,2024-12-28,6,20671,31851,56606,128055,2023-05-10,287,135,290,3,1,194955,13,10.368855453377336,10.943887931455823,11.61895003862225,Young Adult,100k-200k
2041266,2020-02-25,2015-07-03,M,1,Hangzhou,Shanghai,China,47,2024-11-27,4,37866,29928,106432,89491,2023-01-15,682,180,356,4,1,122319,7,10.306583188995559,11.575270958178935,13.416407864998739,Middle Age,50k-100k
2037278,2018-01-23,2020-07-28,F,0,Chengdu,Jiangsu,China,33,2024-11-15,7,41610,31453,34837,194440,2024-01-22,244,41,386,3,1,344176,18,10.35628144005067,10.458464024037408,6.4031242374328485,Adult,100k-200k
2012354,2018-01-23,2015-07-03,M,0,Beijing,Beijing,India,34,2024-12-28,1,19394,46779,12970,154709,2024-07-04,248,156,89,4,2,49003,14,10.75321104013817,9.470471375340672,12.489995996796797,Adult,100k-200k
2031379,2025-10-20,2022-11-19,M,0,Hangzhou,Chongqing,China,50,2024-07-27,3,55601,27732,69433,192700,2023-02-04,539,50,212,1,1,246595,14,10.23037831883819,11.148131940071105,7.0710678118654755,Middle Age,100k-200k
2042184,2018-01-23,2016-12-01,M,0,Hangzhou,Guangdong,India,48,2024-06-06,3,12449,11453,14497,186778,2022-12-13,541,210,70,7,1,127128,11,9.346094292953802,9.581765987860823,14.491376746189438,Middle Age,100k-200k
2015303,2018-01-23,2020-12-06,M,0,Xian,Shanghai,India,58,2024-12-28,8,37609,15585,33094,53014,2024-01-22,199,69,625,4,2,70018,7,9.654128354403506,10.407137492553023,8.306623862918075,Middle Age,50k-100k
2034878,2014-02-24,2015-07-03,M,0,Shenzhen,Shanghai,China,28,2024-12-28,5,13781,72199,30699,182491,2024-01-22,53,97,335,3,1,179807,15,11.187195324880918,10.332017933575289,9.848857801796104,Young Adult,100k-200k
2017761,2018-01-23,2009-05-04,M,1,Guangzhou,Hubei,China,57,2024-12-28,5,35173,10279,20435,313535,2025-03-15,250,79,99,1,1,310068,7,9.237955539009157,9.92505333045069,8.888194417315589,Middle Age,200k+
2038826,2021-04-06,2019-12-11,M,1,Hangzhou,Shanghai,India,47,2024-12-28,5,23187,70715,22599,254813,2024-01-22,330,158,115,3,1,239570,14,11.166427134625915,10.025705185260378,12.569805089976535,Middle Age,200k+
2044084,2018-01-23,2015-07-03,M,1,Wuhan,Zhe Jiang,India,48,2025-12-07,2,7396,79691,18311,13824,2025-03-02,280,93,143,2,2,375444,6,11.285924483328714,9.815311861632402,9.643650760992955,Middle Age,5k-20k
2051108,2015-09-06,2015-07-03,M,0,Shenzhen,Si Chuan,China,39,2025-07-22,9,36900,36018,8994,143959,2024-08-20,336,47,429,3,2,242154,13,10.491801855990317,9.104424146384634,6.855654600401044,Adult,100k-200k
2017237,2018-01-23,2015-07-03,M,0,Chong Qing,Jiangsu,India,46,2025-08-21,3,27199,30835,63902,188412,2024-01-22,379,270,265,4,1,44907,5,10.336438117579153,11.065121587620395,16.431676725154983,Middle Age,100k-200k
2047342,2018-01-23,2015-07-03,M,0,Wuhan,Guangdong,United States,54,2024-12-28,4,8458,15935,29157,494767,2024-01-22,210,4,493,2,1,100551,14,9.67633597982438,10.280484596664767,2.0,Middle Age,200k+
2029500,2018-01-23,2015-07-03,M,0,Wuhan,Shanghai,India,26,2024-12-28,4,32424,63430,14470,212282,2024-01-22,501,8,666,4,1,255587,11,11.057707979914358,9.579901925737992,2.8284271247461903,Young Adult,200k+
2010825,2018-01-23,2015-07-03,F,1,Wuhan,Shanghai,United States,44,2024-12-28,3,58461,3303,65510,300929,2024-01-22,449,11,108,0,1,151792,8,8.102889134640868,11.089973346454478,3.3166247903554,Adult,200k+
2056313,2012-10-13,2015-07-03,F,2,Beijing,Si Chuan,China,26,2024-12-28,3,8955,43308,76918,83464,2024-01-22,652,240,104,3,1,141193,12,10.676115744586301,11.250508199098189,15.491933384829668,Young Adult,50k-100k
2019236,2018-01-23,2006-08-25,F,0,Shanghai,Shanghai,United States,42,2024-12-28,1,22951,18522,100951,373198,2024-01-22,44,70,674,4,2,142895,9,9.826768482122723,11.522400435332747,8.366600265340756,Adult,200k+
2028140,2018-01-23,2015-07-03,F,0,Shanghai,Jiangsu,China,62,2024-12-12,6,53278,6567,106432,127757,2023-05-06,586,6,105,3,2,224789,11,8.789964651132264,11.575270958178935,2.449489742783178,Senior,100k-200k
2000145,2018-01-23,2015-07-03,M,0,Beijing,Shanghai,China,36,2024-12-28,7,14818,72903,12722,216496,2024-01-22,225,62,368,1,0,218641,14,11.196898786175963,9.4511666581427,7.874007874011811,Adult,200k+
2046973,2018-01-23,2018-06-10,M,0,Wuhan,Beijing,India,70,2024-12-28,6,11306,18446,39919,299311,2024-01-22,682,41,368,4,1,443316,6,9.82265703462158,10.5946327304254,6.4031242374328485,Senior,200k+
2000903,2018-01-23,2015-07-03,M,0,Shanghai,Si Chuan,China,30,2024-12-28,7,43944,31481,19733,64771,2024-01-22,381,80,432,2,2,159443,8,10.357171232914768,9.890098315417111,8.94427190999916,Young Adult,50k-100k
2054093,2018-01-23,2021-09-13,F,1,Shanghai,Beijing,China,35,2025-01-09,5,48717,74142,20221,290175,2024-01-22,466,170,642,1,2,136075,9,11.21375093987313,9.914526399651344,13.038404810405298,Adult,200k+
2029142,2018-01-23,2015-07-03,M,1,Chong Qing,Jiangsu,China,45,2024-12-28,5,8059,26716,44499,385472,2024-01-22,217,87,278,3,1,265899,15,10.19305534589812,10.703244468154331,9.327379053088816,Adult,200k+
2024338,2020-11-02,2012-05-17,M,0,Hangzhou,Chongqing,China,41,2024-12-28,6,7077,17587,27922,150658,2024-01-22,251,51,626,6,2,306478,8,9.7749721303007,10.23720600096072,7.14142842854285,Adult,100k-200k
2044321,2018-01-23,2015-07-03,M,2,Guangzhou,Si Chuan,China,35,2025-05-26,4,24661,25136,33509,253737,2024-01-22,327,66,313,6,1,432098,10,10.132096143281396,10.419599180731357,8.12403840463596,Adult,200k+
2013928,2018-01-23,2019-11-25,M,0,Chong Qing,Zhe Jiang,China,31,2025-05-06,2,13034,40531,64740,205013,2024-01-22,188,94,662,4,1,351450,18,10.609847064568209,11.07814997376193,9.695359714832659,Adult,200k+
2028792,2022-04-17,2015-07-03,M,1,Beijing,Shanghai,United States,47,2025-04-29,6,12184,48409,47356,285455,2024-01-22,500,120,47,3,1,257665,10,10.78746168293374,10.765469922956939,10.954451150103322,Middle Age,200k+
2032901,2021-06-21,2015-07-03,M,0,Wuhan,Guangdong,India,44,2024-12-28,7,39433,12124,160,18209,2024-01-22,7,22,239,5,1,44640,14,9.403024715805683,5.081404364984463,4.69041575982343,Adult,5k-20k
2023718,2011-08-02,2015-07-03,M,0,Hangzhou,Shanghai,China,25,2024-12-28,4,25982,86011,39956,46901,2025-05-24,127,163,258,4,1,238150,14,11.362242100385279,10.59555915486914,12.767145334803704,Young Adult,20k-50k
2018970,2021-07-30,2015-07-03,F,0,Chong Qing,Beijing,China,37,2025-09-05,3,29679,19210,25131,62107,2024-01-22,262,107,509,1,1,188446,9,9.863238310628443,10.131897213522837,10.344080432788601,Adult,50k-100k
2052988,2018-01-23,2023-01-20,M,0,Beijing,Beijing,India,35,2024-12-28,3,26925,23879,77630,6760,2024-01-22,612,66,301,2,1,95040,11,10.080796567506539,11.25972211093469,8.12403840463596,Adult,5k-20k
